accepted_name,scientific_name,taxonomic_status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first,first_observer,year_last,first_iNat_observer,first_iNat_date,last_iNat_observer,last_iNat_date,iNat_year_first,iNat_year_last,vouches_from_gbif_only,iNat_needs_ID_only_verdict,symbiota,iNat_missing_in_gbif,use_as_example,location_notes,notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needs_ID_only,iNat_needsID_only_notes,taxonomic_concerns,first_record-manual,last_record-manual
Descurainia longepedicellata,Descurainia longepedicellata,current,Brassicaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",1,1,,1906,"Head, Anna",1906,,,,,,,,,,,,,,,,,,,,,,
Descurainia pinnata,Descurainia pinnata,current,Brassicaceae,3.dicot,,native,,2,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",4,4,2,1888,"Congdon, Joseph Whipple",1921,,,,,,,,,in Symbiota,,,,"CCH: 5 vouchers before 1920, mostly in small museam (2 Congdon vouchers in Bell), then nothing; iNat: eastern Sierra, southern Sierra around Cedar Grove, Rockies, always mountains areas; Taylor: Descurainia pinnata subsp. menziesii only in Yosemite",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1888,1921
Descurainia sophia,Descurainia sophia,current,Brassicaceae,3.dicot,,introduced,,1,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,,2,2009,"Taylor, Dean William",2009,,,,,,,,,,,,,,,,,"add, found during search of CCH2 by locality name","almost 100% certainly a misID, was a CV suggestion from last year (species no longer suggested by CV for this observation)",,,,
Draba albertina,Draba albertina,current,Brassicaceae,3.dicot,,native,5,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,43,37,29,1863,"Brewer, William Henry",2010,lizzywenk,7/14/2013,chloe_and_trevor,9/4/2023,2013,2023,,,in Symbiota,,,,,,,,,,,,,
Draba breweri,Draba breweri,current,Brassicaceae,3.dicot,,native,6,3,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,34,26,26,1863,"Brewer, William Henry",2012,lizzywenk,7/15/2013,rangerwild,7/18/2020,2013,2020,,,in Symbiota,,,,,,,,,,,,,
Draba cana,Draba cana,current,Brassicaceae,3.dicot,,native,,,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",geographic error,"add, coordinates erroneously outside protected area or missing coordinates",1,,1,2011,"Grossenbacher, Dena",2011,,,,,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,,
Draba crassifolia,Draba crassifolia,current,Brassicaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",2,2,,1872,"Gray, Asa",1885,,,,,,,,,,,,,,,,,,,,,,
Draba cruciata,Draba cruciata,current,Brassicaceae,3.dicot,,native,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",,,,,,,,,,,,,,,,,,,"CCH: no vouchers; not in Taylor; 1 gbif: known southern Sierra endemic, so assume wrong species - also looks nothing like Draba cruciata",,southern Sierra endemic; only voucher has tiny leaves compared with actual taxon,https://www.gbif.org/occurrence/2982067425,,,,,1974,1974
Draba densifolia,Draba densifolia,current,Brassicaceae,3.dicot,,native,4,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,21,16,18,1897,"Lemmon, John G.",2011,lizzywenk,7/15/2013,lizzywenk,6/21/2014,2013,2014,,,in Symbiota,,,,,,,,,,,,,
Draba glacialis,Draba glacialis,current,Brassicaceae,3.dicot,,N/A,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",2,2,1,1936,"Haines, A. Lee",1936,,,,,,,,,,,,,only CCH2 vouchers from Haines in 1936 in UCLA Herbarium,,Siberian taxon,https://www.gbif.org/occurrence/2565962260 (White Mtn observation where species named crossed out by Munz on sheet!); https://www.gbif.org/occurrence/3406835060,,,,taxonomic_mismatch-something wrong,1936,1936
Draba lemmonii,Draba lemmonii,current,Brassicaceae,3.dicot,,native,19,5,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,53,47,39,1863,"Brewer, William Henry",2010,kevinhintsa,8/2/2004,silversea_starsong,10/7/2023,2004,2023,,,in Symbiota,,,,,,,,,,,,,
Draba longisquamosa,Draba longisquamosa,current,Brassicaceae,3.dicot,,native,,1,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,1,1,1,1989,"Ewart, R. B.",1989,,,,,,,,,,,,,"CCH: 1 1989 voucher from Dana; Taylor doesn't mention this voucher, says only in the southern Sierra but could extend north; had been twice Ided as lemonii, but then update in 2012",,"old Mt Dana specimen with name updated in 2012; I thought this species was only to south, but could well be widerspread",https://www.gbif.org/occurrence/2451557857,,,,taxonomic_mismatch,1989,1989
Draba oligosperma,Draba oligosperma,current,Brassicaceae,3.dicot,,native,3,1,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,24,14,24,1863,"Brewer, William Henry",2012,lizzywenk,7/15/2013,annienzelll,7/30/2021,2013,2021,,,in Symbiota,,,,,,,,,,,,,
Draba praealta,Draba praealta,current,Brassicaceae,3.dicot,,native,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",7,3,5,1959,"Hardham, Clare Butterworth",2011,,,,,,,,,in Symbiota,,,,"Taylor: vouchers on Mt Gibbs, Return Canyon below Summit Lake",,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1959,2011
Draba verna,Draba verna,current,Brassicaceae,3.dicot,,native,7,,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,5,1,4,1972,"Howell, John Thomas",2009,genghisattenborough,4/14/2011,kassiehenrikson,5/1/2022,2011,2022,,,in Symbiota,,,recent only,,,,,,,,,1972,2009
Erysimum asperum,Erysimum asperum,current,Brassicaceae,3.dicot,,N/A,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",1,1,,1885,"Congdon, Joseph Whipple",1885,,,,,,,,,,,,,,,,,,,,,,
Erysimum capitatum,Erysimum capitatum,current,Brassicaceae,3.dicot,Erysimum capitatum ssp. capitatum,native,90,85,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,31,24,18,1860,"Bolander, Henry Nicholas",2007,annwf,6/11/2013,dgrimmphd,7/28/2023,2013,2023,,,in Symbiota,,,,,,,,,,,,,
Erysimum occidentale,Erysimum occidentale,current,Brassicaceae,3.dicot,,N/A,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, untraced taxonomic error",2,2,2,1898,"Congdon, Joseph Whipple",1898,,,,,,,,,,,,,"2 1890's vouchers from Bell Museum Herbarium, University of Minnesota",,Washington and Oregon,,,,,taxonomic_mismatch-wrong something,1898,1898
Erysimum perenne,Erysimum perenne,current,Brassicaceae,3.dicot,Erysimum capitatum ssp. perenne,native,7,14,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,45,44,25,1863,"Brewer, William Henry",2005,leslie_flint,7/23/2015,anton_clifford,7/2/2022,2015,2022,,,in Symbiota,,,,,,,,,,,,,
Hirschfeldia incana,Hirschfeldia incana,current,Brassicaceae,3.dicot,,introduced,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,4,1,3,1964,"Frenkel, R. E.",2010,,,,,,,,,in Symbiota,,,Yosemite Valley; White Wolf; recent only,,,,,,,,,1964,2010
Hornungia procumbens,Hornungia procumbens,current,Brassicaceae,3.dicot,,native,,,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,1,1,1944,"Howell, John Thomas",1944,,,,,,,,,in Symbiota,,,,Taylor: Soda Springs voucher from 1944,,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1944,1944
Lepidium densiflorum,Lepidium densiflorum,current,Brassicaceae,3.dicot,,native,1,7,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,7,6,5,1888,"Congdon, Joseph Whipple",1995,lostforager,9/3/2021,lostforager,9/3/2021,2021,2021,,,in Symbiota,,,,,,,,,,,,,
Lepidium draba,Lepidium draba,current,Brassicaceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,,https://www.inaturalist.org/observations/28653670,,"almost 100% certainly a misID, was a CV suggestion from five years ago (species no longer suggested by CV for this observation)",wrong family! changed to Sambucus racemosa,,,
Lepidium lasiocarpum,Lepidium lasiocarpum,current,Brassicaceae,3.dicot,,N/A,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",geographic error,"remove, coordinates erroneously inside protected area",,,,,,,,,,,,,gbif_vouchers_only,,,,,,"1 CCH2 record from near Mariposa; 1 gbif, once again referencing ""Big Maria Mountains, 12 airline miles north of downtown Blythe. """,,"mainly deserts and southern California, but in Owens Valley and some Coast Range; not in the Sierra",https://www.gbif.org/occurrence/1928394049,,,,,,
Lepidium latifolium,Lepidium latifolium,current,Brassicaceae,3.dicot,,introduced,1,1,,,iNat-not-gbif,,,x,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,restricted_license,,,CCH: no vouchers; gbif: no vouchers; iNat: 1 Yosemite Valley voucher,mis-identification,,https://www.inaturalist.org/observations/118680813,,,,,N/A,N/A
Lepidium nitidum,Lepidium nitidum,current,Brassicaceae,3.dicot,,,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,,,,,"almost 100% certainly a misID, was a CV suggestion from four years ago, and photo is non-Idable","not possible to ID, but very unlikely",,,
Lepidium ramosissimum,Lepidium ramosissimum,current,Brassicaceae,3.dicot,,introduced,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,,3,1997,"Taylor, Dean William",2009,,,,,,,,,in Symbiota,,,Yosemite Valley,Taylor: Yosemite Valley voucher,,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1997,2009
Lepidium ruderale,Lepidium ruderale,current,Brassicaceae,3.dicot,,introduced,,,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,3,3,3,1883,"Congdon, Joseph Whipple",1944,,,,,,,,,,,,,CCH: 2 Congdon + 1 Sharsmith voucher; not mentioned in Taylor,,,,,,,,1883,1944
Lepidium virginicum,Lepidium virginicum,current,Brassicaceae,3.dicot,,introduced,,4,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,16,6,12,1923,"Howell, John Thomas",2010,,,,,,,,,in Symbiota,,,various,,,,,,,,,1923,2010
Lunaria annua,Lunaria annua,current,Brassicaceae,3.dicot,,introduced,,,1,,,1,,,,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-no voucher, but occurs in protected area",,,,,,,,,,,,,,,in Symbiota,,,,"Taylor: 1 voucher from El Portal, only regional voucher",,wrong range-El Portal vouchers,,,,,,N/A,N/A
Nasturtium officinale,Nasturtium officinale,current,Brassicaceae,3.dicot,Rorippa nasturtium-aquaticum,introduced,2,5,1,1,obscured,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due manually obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,4,3,2,1911,"Abrams, Le Roy",1999,rangerwild,10/8/2021,iibeka,10/23/2021,2021,2021,,,in Symbiota,geoprivate_by_observer; restricted_license,,"Yosemite Valley, Badger Pass",,,,,,,,,1911,1999
Phoenicaulis cheiranthoides,Phoenicaulis cheiranthoides,current,Brassicaceae,3.dicot,,native,2,,1,1,1,1,1,1,,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,2,,2,2005,"Colwell, Alison",2005,leef,7/23/2021,lizzywenk,6/15/2022,2021,2022,,,in Symbiota,,,eastern boundary,,,,,,,,,2005,2005
Raphanus raphanistrum,Raphanus raphanistrum,current,Brassicaceae,3.dicot,,introduced,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,1,2,1964,"Frenkel, R. E.",2009,,,,,,,,,in Symbiota,,,"Yosemite Valley, White Wolf, Yosemite West",Taylor: voucher from Hodgdon Mdw,,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1964,2009
Raphanus sativus,Raphanus sativus,current,Brassicaceae,3.dicot,,introduced,,,,1,,,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,3,2,3,1927,"Michael, Enid",1999,,,,,,,,,in Symbiota,,,"western boundary, White Wolf","CCH: 3 vouchers, 1 from 1928, 1961, 1999",,,,,,,,1927,1999
Rorippa curvipes,Rorippa curvipes,current,Brassicaceae,3.dicot,,native,,,1,,,1,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",4,,3,2006,"Colwell, Alison",2007,,,,,,,,,in Symbiota,,,various,"Taylor: ssp. curvipes occasional on east slope below 8000; truncata occasional on west slope below 8000, but only voucher Sonora Pass; 2nd check, several others show up",,wrong range-east of park,,"add, found during search of CCH2 for species in iNat, parks list",,,,2006,2007
Rorippa curvisiliqua,Rorippa curvisiliqua,current,Brassicaceae,3.dicot,,native,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,19,14,12,1894,"Congdon, Joseph Whipple",2021,,,,,,,,,in Symbiota,,,,,,,,,,,,,
Rorippa sinuata,Rorippa sinuata,current,Brassicaceae,3.dicot,,native,,,,1,,,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",retain exact name,retain exact name,4,4,3,1883,"Congdon, Joseph Whipple",1894,,,,,,,,,,,,,"CCH: 4 Congdon vouchers from diverse locations; Taylor: mentioned as existing on both sides of the range, but no Yosemite vouchers",,,,,,,taxonomic_mismatch-1800's_voucher,1883,1894
Sinapis arvensis,Sinapis arvensis,current,Brassicaceae,3.dicot,,introduced,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,1,1,1964,"Frenkel, R. E.",1999,,,,,,,,,in Symbiota,,,"western boundary, White Wolf",Taylor: 1 voucher from White Wolf stables; Foresta; 1964 * 1999,,,,"add, found during search of CCH2 for species in iNat, parks list",,,,1964,1999
Sisymbrium altissimum,Sisymbrium altissimum,current,Brassicaceae,3.dicot,,introduced,3,7,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,15,7,13,1926,"Bacigalupi, Rimo C.",2009,ncarbone88,5/22/2016,dgrimmphd,7/26/2023,2016,2023,,,in Symbiota,,,"Yosemite Valley, western boundary",,,,,,,,,1926,2009
Sisymbrium erysimoides,Sisymbrium erysimoides,current,Brassicaceae,3.dicot,,introduced,,,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",1,,1,2009,"Smith, Sierra",2009,,,,,,,,,,,,,,,,,"add, found during search of CCH2 by locality name",,,,,
