notes,accepted_name,scientific_name,status,family,broader,establishment_means,count_RG,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,iNat_needsID_only,final_list,iNat_outcome,parks_outcome,voucher_outcome,old&recent,first_voucher,last_voucher,iNat_needs_ID_?,first_iNat,last_iNat
Rhagodia baccata is WA only,Rhagodia candolleana,Rhagodia baccata ,misapplied,Amaranthaceae,3.dicot,native,,1,,,misapplied,misapplied,misapplied,,,,,XX-misapplied other list,"remove, double listing",XX-misapplied re parks list,(remove),,,,,
,Rhapis excelsa,Rhapis excelsa,current,Arecaceae,5.monocot-colorful,introduced,,,,1,,,,,,,,"remove, 01. wrong ID","XX-not on parks list, not in park","XX-no voucher, not in park",(remove),,,,,
,Rhodamnia rubescens,Rhodamnia rubescens,current,Myrtaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,"retain, but restricted license",retain on list,retain voucher,old_vouchers_only,1888,1977,,2022,2022
"1975 voucher geolocated just outside the park, but inside Royal based on notes",Rhynchospora brownii,Rhynchospora brownii,current,Cyperaceae,4.monocot,native,,1,,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,"add, voucher found during check",old_vouchers_only,1975,1975,none,,
,Rhytidosporum procumbens,Rhytidosporum procumbens,current,Pittosporaceae,3.dicot,native,12,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1889,1921,,2020,2023
,Richardia humistrata,Richardia humistrata,current,Rubiaceae,3.dicot,introduced,1,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2023,2023
,Richardia stellaris,Richardia stellaris,current,Rubiaceae,3.dicot,introduced,1,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2024,2024
,Ricinocarpos pinifolius,Ricinocarpos pinifolius,current,Euphorbiaceae,3.dicot,native,74,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1933,2012,,1980,2023
,Ricinus communis,Ricinus communis,current,Euphorbiaceae,3.dicot,introduced,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Rimacola elliptica,Rimacola elliptica,current,Orchidaceae,5.monocot-colorful,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Ripogonum album,Ripogonum album,current,Ripogonaceae,5.monocot-colorful,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1958,2010,none,,
,Romulea rosea,Romulea rosea,current,Iridaceae,5.monocot-colorful,introduced,5,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2020,2023
,Rorippa gigantea,Rorippa gigantea,current,Brassicaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1888,1929,none,,
"the 1915 voucher geolocated in Royal has locality notes stating 'Illawarra Line, Lilyvale'. The train line is outside Royal, so I've removed this voucher",Rubus moluccanus,Rubus moluccanus,current,Rosaceae,3.dicot,native,2,1,1,1,1,,1,,,,1,retain observation,retain on list,"remove, wrong coordinates",(disagree with voucher),,,,2020,2021
,Rubus nebulosus,Rubus nebulosus,current,Rosaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1897,1920,none,,
,Rubus parvifolius,Rubus parvifolius,current,Rosaceae,3.dicot,native,3,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2021,2024
,Rubus rosifolius,Rubus rosifolius,current,Rosaceae,3.dicot,native,12,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1924,2012,,2016,2024
,Rumex brownii,Rumex brownii,current,Polygonaceae,3.dicot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Rumex crispus,Rumex crispus,current,Polygonaceae,3.dicot,introduced,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Rumex sagittatus,Rumex sagittatus,current,Polygonaceae,3.dicot,introduced,1,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1966,1966,,2023,2023
,Rumex tenax,Rumex tenax,current,Polygonaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1895,1895,none,,
,Rytidosperma longifolium,Rytidosperma longifolium,current,Poaceae,4.monocot,native,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,2005,2005,none,,
,Rytidosperma pallidum,Rytidosperma pallidum,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1986,1986,none,,
,Rytidosperma racemosum,Rytidosperma racemosum,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1978,1978,none,,
,Rytidosperma tenuius,Rytidosperma tenuius,current,Poaceae,4.monocot,native,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,1994,1994,none,,
,Sacciolepis indica,Sacciolepis indica,current,Poaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1976,1976,none,,
,Sagina maritima,Sagina maritima,current,Caryophyllaceae,3.dicot,introduced,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1976,1976,none,,
,Sagittaria platyphylla,Sagittaria platyphylla,current,Alismataceae,5.monocot-colorful,introduced,3,,,1,,,1,,,,1,retain observation,"not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2023,2024
,Salicornia quinqueflora,Salicornia quinqueflora,current,Amaranthaceae,3.dicot,native,5,,,1,1,,1,,,,1,retain observation,"retain, synonym","no voucher, but exists in park",no_vouchers,,,,2020,2023
,Salicornia quinqueflora,Sarcocornia quinqueflora,synonym,Amaranthaceae,3.dicot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
voucher incorrectly geolocated in Royal based on locality notes,Salvinia molesta,Salvinia molesta,current,Salviniaceae,3.dicot,introduced,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, wrong coordinates",(disagree with voucher),,,,,
,Sambucus australasica,Sambucus australasica,current,Viburnaceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1899,1978,none,,
,Samolus repens,Samolus repens,current,Primulaceae,3.dicot,native,5,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1947,1952,,2018,2024
,Santalum obtusifolium,Santalum obtusifolium,current,Santalaceae,3.dicot,native,1,1,1,1,1,1,1,1,,,1,"retain, but restricted license",retain on list,retain voucher,old_vouchers_only,1898,1898,,2024,2024
the 1995 voucher was identified as S. minutiflos,Sarcochilus hillii,Sarcochilus hillii,current,Orchidaceae,5.monocot-colorful,native,,1,1,,1,1,,1,1,,1,needsID-likely correct,retain on list,retain voucher,old&recent_vouchers,1976,1995,yes_correct,,
,Sarcochilus hillii,Sarcochilus minutiflos,synonym,Orchidaceae,5.monocot-colorful,native,,,1,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym voucher,"remove, double listing",(remove),,,,,
,Sarcochilus parviflorus,Sarcochilus parviflorus,current,Orchidaceae,5.monocot-colorful,native,3,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1888,1993,,2022,2023
"lose a species here, iNat (and indeed the current NSW Flora) lumps this under parviflorus",Sarcochilus parviflorus,Sarcochilus olivaceus,synonym,Orchidaceae,5.monocot-colorful,native,,1,1,,synonym,synonym,synonym,,,,,XX-synonym other list,"remove, contrived synonym","remove, contrived synonym",(remove),,,,,
,Sarcopetalum harveyanum,Sarcopetalum harveyanum,current,Menispermaceae,3.dicot,native,10,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1915,2012,,2020,2024
,Scaevola calendulacea,Scaevola calendulacea,current,Goodeniaceae,3.dicot,native,6,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1953,2019,,2018,2023
,Scaevola ramosissima,Scaevola ramosissima,current,Goodeniaceae,3.dicot,native,134,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1896,2012,,2004,2024
,Schelhammera undulata,Schelhammera undulata,current,Colchicaceae,5.monocot-colorful,native,27,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1893,1986,,2016,2024
,Schizaea bifida,Schizaea bifida,current,Schizaeaceae,1.ferns/primitive,native,7,1,1,1,1,1,1,1,,,1,retain observation,retain on list,retain voucher,old_vouchers_only,1887,1986,,2021,2024
the 1983 voucher from Royal is actually an incorrect duplicate of an S. bifida record fed back into the ALA by BioNet with the ID incorrectly changed; another pervasive BioNet error,Schizaea dichotoma,Schizaea dichotoma,current,Schizaeaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1973,1973,none,,
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Schizaea rupestris,Schizaea rupestris,current,Schizaeaceae,1.ferns/primitive,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1895,1986,none,,
,Schizomeria ovata,Schizomeria ovata,current,Cunoniaceae,3.dicot,native,1,1,1,1,1,1,1,1,1,,1,"retain, but restricted license",retain on list,retain voucher,old&recent_vouchers,1883,1997,,2022,2022
,Schoenoplectiella mucronata,Schoenoplectiella mucronata,current,Cyperaceae,4.monocot,native,,,1,,1,1,,1,,,1,"XX-not in iNat, yes in park","retain, synonym",retain voucher,old_vouchers_only,1958,1975,none,,
,Schoenoplectiella mucronata,Schoenoplectus mucronatus,synonym,Cyperaceae,4.monocot,native,,1,,,synonym,synonym,synonym,,,,,XX-synonym other list,XX-synonym re parks list,XX-synonym re parks list,(remove),,,,,
coordinates clearly incorrectly placed into Royal compared to locality notes,Schoenoplectus tabernaemontani,Schoenoplectus tabernaemontani,current,Cyperaceae,4.monocot,native,,,1,,,,,,,,,"XX-not in iNat, not in park","XX-not on parks list, not in park","remove, wrong coordinates",(disagree with voucher),,,,,
,Schoenus apogon,Schoenus apogon,current,Cyperaceae,4.monocot,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1983,2012,,2020,2024
,Schoenus brevifolius,Schoenus brevifolius,current,Cyperaceae,4.monocot,native,1,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1975,2012,,2021,2021
,Schoenus ericetorum,Schoenus ericetorum,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1924,2012,none,,
,Schoenus imberbis,Schoenus imberbis,current,Cyperaceae,4.monocot,native,,1,,,1,,,,,,1,"XX-not in iNat, yes in park",retain on list,"no voucher, but exists in park",no_vouchers,,,none,,
,Schoenus lepidosperma,Schoenus lepidosperma,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1973,2012,none,,
,Schoenus maschalinus,Schoenus maschalinus,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1965,1965,none,,
,Schoenus melanostachys,Schoenus melanostachys,current,Cyperaceae,4.monocot,native,2,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1973,2012,,2023,2024
,Schoenus moorei,Schoenus moorei,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1958,2008,none,,
,Schoenus nitens,Schoenus nitens,current,Cyperaceae,4.monocot,native,,,1,,,1,,1,,,1,"XX-not in iNat, yes in park","not on parks list, but occurs in park",retain voucher,old_vouchers_only,1983,1983,none,,
,Schoenus turbinatus,Schoenus turbinatus,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1974,2008,none,,
,Schoenus villosus,Schoenus villosus,current,Cyperaceae,4.monocot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1927,1973,none,,
"1995 voucher definitely from the park, but has been geolocated into the ocean, just outside the park, when digitised",Scleria mackaviensis,Scleria mackaviensis,current,Cyperaceae,4.monocot,native,,1,,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,"add, voucher found during check",recent_vouchers_only,1995,1995,none,,
,Scolopia braunii,Scolopia braunii,current,Salicaceae,3.dicot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1899,2006,none,,
,Selaginella kraussiana,Selaginella kraussiana,current,Selaginellaceae,1.ferns/primitive,introduced,1,,,1,,,1,,,,1,"retain, but restricted license","not on parks list, but occurs in park","no voucher, but exists in park",no_vouchers,,,,2018,2018
,Selaginella uliginosa,Selaginella uliginosa,current,Selaginellaceae,1.ferns/primitive,native,19,1,1,1,1,1,1,1,1,,1,retain observation,retain on list,retain voucher,old&recent_vouchers,1921,1993,,2019,2023
,Senecio bipinnatisectus,Senecio bipinnatisectus,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1967,1984,none,,
,Senecio diaschides,Senecio diaschides,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1966,1967,none,,
"1991 voucher geolocated just outside Royal, but inside park based on notes",Senecio glastifolius,Senecio glastifolius,current,Asteraceae,3.dicot,introduced,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,1991,2019,none,,
"2002 voucher geolocated just outside the park, but inside Royal based on notes",Senecio hispidulus,Senecio hispidulus,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old&recent_vouchers,1966,2002,none,,
,Senecio linearifolius,Senecio linearifolius,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,1,,1,needsID-likely correct,retain on list,retain voucher,old&recent_vouchers,1888,2018,yes_correct,,
,Senecio madagascariensis,Senecio madagascariensis,current,Asteraceae,3.dicot,introduced,4,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,2019,2023
,Senecio minimus,Senecio minimus,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1966,1966,yes_correct,,
,Senecio pinnatifolius,Senecio pinnatifolius,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1986,1986,yes_correct,,
"Senecio lautus now recognised as NZ only, misapplied in Australia. This was listed as S. lautus subsp. maritimus in the park list, which is now equivalent to S. pinnatifolius",Senecio pinnatifolius,Senecio lautus,misapplied,Asteraceae,3.dicot,native,,1,,,misapplied,misapplied,misapplied,,,,,XX-misapplied other list,"remove, double listing",XX-misapplied re parks list,(remove),,,,,
,Senecio prenanthoides,Senecio prenanthoides,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,old_vouchers_only,1966,1966,none,,
,Senecio spathulatus,Senecio spathulatus,current,Asteraceae,3.dicot,native,,1,1,,1,1,,,1,,1,"XX-not in iNat, yes in park",retain on list,retain voucher,recent_vouchers_only,2006,2006,none,,
"there's apparently a 1770 voucher from inside the park, but this is an error due to a systemic error that occurs for some records provided by BioNet, so I've discarded it",Senecio vagus,Senecio vagus,current,Asteraceae,3.dicot,native,,1,1,,1,1,,1,,,1,needsID-likely correct,retain on list,retain voucher,old_vouchers_only,1884,1973,yes_correct,,
,Senna pendula,Senna pendula,current,Fabaceae,3.dicot,introduced,15,1,,1,1,,1,,,,1,retain observation,retain on list,"no voucher, but exists in park",no_vouchers,,,,1988,2024
